image,image_data,object_info,actr_data
000000253489.jpg,"[['sofa', 99.88565444946288, 1560, 118, 886, 62], ['vase', 80.9680998325348, 1033, 832, 871, 743]]","[['sofa', 99.88565444946288, 839, 474, 1188208, 3.117572041962713], ['vase', 80.9680998325348, 932, 807, 25728, 2.9499665359214404]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 839, screen_y= 474, value= ), value= sofa) [0.5834]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 932, screen_y= 807, value= None), value= vase) [1.]']"
000000254882.jpg,"[['orange', 68.67372393608093, 362, 169, 478, 296], ['apple', 73.8016426563263, 1467, 1278, 528, 337], ['bottle', 99.38495755195619, 1236, 1040, 1050, 665]]","[['orange', 68.67372393608093, 265, 387, 35126, 2.5402732608381298], ['apple', 73.8016426563263, 1372, 432, 36099, 2.779201861170823], ['bottle', 99.38495755195619, 1138, 857, 75460, 3.046814348847258]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 265, screen_y= 387, value= ), value= orange) [0.6053]']"
000000262962.jpg,"[['diningtable', 97.90574312210084, 1598, 92, 1036, 105], ['cake', 90.07698893547058, 516, 62, 822, 455], ['bottle', 99.30301308631896, 762, 604, 329, 5], ['fork', 72.93879985809326, 1250, 1142, 302, 127], ['sandwich', 60.95743775367737, 1546, 1262, 356, 67], ['cup', 94.45301294326781, 1648, 1503, 540, 74], ['cup', 99.71179366111755, 1022, 746, 550, 74], ['knife', 99.0053117275238, 605, 491, 1085, 453]]","[['diningtable', 97.90574312210084, 845, 570, 1402086, 3.2688753623698674], ['cake', 90.07698893547058, 289, 638, 166618, 3.0505034210603728], ['bottle', 99.30301308631896, 683, 167, 51192, 3.0882896835888407], ['fork', 72.93879985809326, 1196, 214, 18900, 2.901459602689466], ['sandwich', 60.95743775367737, 1404, 211, 82076, 2.737391940179063], ['cup', 94.45301294326781, 1575, 307, 67570, 3.0268212852302234], ['cup', 99.71179366111755, 884, 312, 131376, 3.2105547348325087], ['knife', 99.0053117275238, 548, 769, 72048, 3.2690386141762087]]",[]
000000263924.jpg,"[['pizza', 91.35398268699646, 1616, 1025, 309, 55], ['diningtable', 65.74405431747437, 1607, 78, 948, 49], ['pizza', 97.18942642211914, 1638, 33, 1108, 139]]","[['pizza', 91.35398268699646, 1320, 182, 150114, 3.0145787350337065], ['diningtable', 65.74405431747437, 842, 498, 1374571, 2.8571560527993545], ['pizza', 97.18942642211914, 835, 623, 1555245, 3.1640906446862544]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 842, screen_y= 498, value= ), value= diningtable) [0.5031]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 835, screen_y= 623, value= None), value= pizza) [0.9356]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1320, screen_y= 182, value= None), value= pizza) [1.4306]']"
000000266859.jpg,"[['diningtable', 93.3058500289917, 1605, 83, 1065, 71], ['sandwich', 97.42461442947388, 1455, 963, 942, 508], ['cup', 98.64991903305055, 663, 392, 842, 496], ['bottle', 95.72030305862428, 408, 158, 1048, 773]]","[['diningtable', 93.3058500289917, 844, 568, 1512868, 3.0047303000334096], ['sandwich', 97.42461442947388, 1209, 725, 213528, 3.1548955165691916], ['cup', 98.64991903305055, 527, 669, 93766, 3.0820103144102786], ['bottle', 95.72030305862428, 283, 910, 68750, 3.0726215240944215]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 527, screen_y= 669, value= ), value= cup) [0.6216]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 844, screen_y= 568, value= None), value= diningtable) [1.1038]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1209, screen_y= 725, value= None), value= sandwich) [1.7252]']"
000000271117.jpg,"[['book', 65.30781388282776, 911, 846, 307, 112], ['book', 76.23744606971741, 1518, 1132, 329, 252], ['bottle', 99.13216233253479, 490, 399, 832, 508], ['remote', 97.8519856929779, 461, 171, 1007, 897], ['book', 75.30535459518433, 938, 905, 299, 139], ['book', 78.27627658843994, 975, 937, 297, 158]]","[['book', 65.30781388282776, 878, 209, 12675, 2.790764395538836], ['book', 76.23744606971741, 1325, 290, 29722, 2.699491678291745], ['bottle', 99.13216233253479, 444, 670, 29484, 3.268584324248871], ['remote', 97.8519856929779, 316, 952, 31900, 3.234103801912704], ['book', 75.30535459518433, 921, 219, 5280, 2.8721022679742276], ['book', 78.27627658843994, 956, 227, 5282, 3.0277596381195764]]",[]
000000273103.jpg,"[['tvmonitor', 81.93453550338745, 1022, 582, 656, 136], ['keyboard', 96.68906927108765, 624, 237, 1018, 771], ['bottle', 68.82580518722534, 1249, 1184, 747, 406], ['mouse', 99.84374642372131, 821, 708, 851, 766]]","[['tvmonitor', 81.93453550338745, 802, 396, 228800, 2.9738309232428124], ['keyboard', 96.68906927108765, 430, 894, 95589, 2.985720525379141], ['bottle', 68.82580518722534, 1216, 576, 22165, 2.8725459433411547], ['mouse', 99.84374642372131, 764, 808, 9605, 3.0268919490547894]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 802, screen_y= 396, value= ), value= tvmonitor) [0.7033]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 764, screen_y= 808, value= None), value= mouse) [1.2656]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 430, screen_y= 894, value= None), value= keyboard) [1.7907]']"
000000276488.jpg,"[['bottle', 82.82848596572877, 924, 511, 479, 37], ['sandwich', 96.29728198051451, 1494, 921, 705, 345], ['diningtable', 63.02322745323181, 1556, 65, 1040, 109], ['mouse', 63.19583058357239, 810, 353, 1064, 741]]","[['bottle', 82.82848596572877, 717, 258, 182546, 2.9313031888804693], ['sandwich', 96.29728198051451, 1207, 525, 206280, 3.076019088893978], ['diningtable', 63.02322745323181, 810, 574, 1388121, 2.8087585782436713], ['mouse', 63.19583058357239, 581, 902, 147611, 2.6927283700940303]]",[]
000000282981.jpg,"[['chair', 84.67176556587218, 638, 104, 252, 11], ['pizza', 87.76682019233705, 1204, 572, 508, 184], ['diningtable', 98.94397258758544, 1621, 53, 1063, 96], ['bottle', 99.94015097618104, 1454, 1240, 672, 75], ['wine glass', 95.28886675834656, 1231, 988, 715, 335]]","[['chair', 84.67176556587218, 371, 131, 128694, 2.966432096281423], ['pizza', 87.76682019233705, 888, 346, 204768, 3.123893290596916], ['diningtable', 98.94397258758544, 837, 579, 1516256, 3.075882576714604], ['bottle', 99.94015097618104, 1347, 373, 127758, 3.073225767521208], ['wine glass', 95.28886675834656, 1109, 525, 92340, 3.0322241566824695]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 371, screen_y= 131, value= ), value= chair) [0.5001]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 888, screen_y= 346, value= None), value= pizza) [1.1121]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 837, screen_y= 579, value= None), value= diningtable) [1.6499]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1109, screen_y= 525, value= None), value= wine glass) [2.3305]']"
000000283479.jpg,"[['book', 71.7565596103668, 1508, 846, 1101, 500]]","[['book', 71.7565596103668, 1177, 800, 397862, 2.922653842860268]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 1177, screen_y= 800, value= ), value= book) [0.5426]']"
000000285800.jpg,"[['oven', 90.88993072509766, 1297, 319, 1012, 221], ['bottle', 93.90323758125305, 1370, 1277, 429, 162]]","[['oven', 90.88993072509766, 808, 616, 773598, 2.9574622324763338], ['bottle', 93.90323758125305, 1323, 295, 24831, 3.1234023211163744]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 808, screen_y= 616, value= ), value= oven) [0.7745]']"
000000287289.jpg,"[['cup', 80.10642528533936, 431, 172, 130, 6], ['cup', 89.64134454727173, 276, 139, 251, 46], ['cup', 87.50923871994019, 478, 231, 443, 191], ['cup', 73.65292906761171, 220, 130, 441, 250], ['cup', 98.7123429775238, 486, 328, 565, 399], ['cup', 98.35771918296814, 342, 139, 715, 517], ['bottle', 96.52137160301208, 1494, 1339, 831, 489], ['cup', 99.6968924999237, 1066, 857, 913, 652]]","[['cup', 80.10642528533936, 301, 68, 32116, 2.8746279546420945], ['cup', 89.64134454727173, 207, 148, 28085, 3.088452292985398], ['cup', 87.50923871994019, 354, 317, 62244, 3.02755458829432], ['cup', 73.65292906761171, 175, 345, 17190, 2.941751996246895], ['cup', 98.7123429775238, 407, 482, 26228, 3.1553323122840933], ['cup', 98.35771918296814, 240, 616, 40194, 3.118815028160713], ['bottle', 96.52137160301208, 1416, 660, 53010, 2.975990445885904], ['cup', 99.6968924999237, 961, 782, 54549, 3.033281489378366]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 354, screen_y= 317, value= ), value= cup) [0.5064]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 407, screen_y= 482, value= None), value= cup) [0.9812]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 240, screen_y= 616, value= None), value= cup) [1.4646]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 175, screen_y= 345, value= None), value= cup) [1.9995]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 207, screen_y= 148, value= None), value= cup) [2.6195]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 301, screen_y= 68, value= None), value= cup) [3.0027]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 961, screen_y= 782, value= None), value= cup) [3.4854]']"
000000294238.jpg,"[['chair', 99.77790117263794, 656, 184, 512, 222], ['pizza', 92.47092604637146, 753, 67, 943, 586], ['diningtable', 99.9367356300354, 1618, 103, 1077, 482], ['pizza', 82.8655481338501, 1616, 896, 964, 702], ['chair', 99.86273050308228, 1011, 747, 493, 247], ['chair', 99.71505403518677, 1612, 1298, 456, 315], ['bottle', 98.96173477172852, 212, 55, 597, 316], ['bowl', 72.63322472572327, 515, 214, 586, 499], ['pizza', 85.59187650680542, 1039, 575, 617, 540]]","[['chair', 99.77790117263794, 420, 367, 136880, 3.060986808149415], ['pizza', 92.47092604637146, 410, 764, 244902, 3.0028642178643374], ['diningtable', 99.9367356300354, 860, 779, 901425, 3.324787883183336], ['pizza', 82.8655481338501, 1256, 833, 188640, 3.037662654397375], ['chair', 99.86273050308228, 879, 370, 64944, 2.913995741476244], ['chair', 99.71505403518677, 1455, 385, 44274, 3.1419460219806616], ['bottle', 98.96173477172852, 133, 456, 44117, 3.174033758676864], ['bowl', 72.63322472572327, 364, 542, 26187, 2.776026856179234], ['pizza', 85.59187650680542, 807, 578, 35728, 3.0212342988413425]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 420, screen_y= 367, value= ), value= chair) [0.45]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 364, screen_y= 542, value= None), value= bowl) [0.9983]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 410, screen_y= 764, value= None), value= pizza) [1.5228]']"
000000294475.jpg,"[['chair', 78.96520495414735, 1422, 1061, 303, 56], ['pizza', 99.33925271034241, 1008, 516, 715, 409], ['diningtable', 98.5450804233551, 1497, 163, 1024, 123], ['bottle', 99.86439347267151, 1226, 1056, 595, 129]]","[['chair', 78.96520495414735, 1241, 179, 89167, 2.844047091792142], ['pizza', 99.33925271034241, 762, 562, 150552, 3.1346827489437854], ['diningtable', 98.5450804233551, 830, 573, 1201934, 3.1147989891432375], ['bottle', 99.86439347267151, 1141, 362, 79220, 3.0527081738390667]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 762, screen_y= 562, value= ), value= pizza) [0.5507]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 830, screen_y= 573, value= None), value= diningtable) [0.8994]']"
000000294920.jpg,"[['wine glass', 99.65812563896179, 757, 431, 776, 60], ['laptop', 76.9841253757477, 1568, 1243, 974, 59]]","[['wine glass', 99.65812563896179, 594, 418, 233416, 3.095926360049437], ['laptop', 76.9841253757477, 1405, 516, 297375, 2.9746890623398805]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 594, screen_y= 418, value= ), value= wine glass) [0.6426]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1405, screen_y= 516, value= None), value= laptop) [1.0467]']"
000000295317.jpg,"[['tvmonitor', 99.62329864501952, 1489, 991, 650, 243], ['laptop', 99.82269406318665, 924, 583, 789, 420], ['bottle', 99.12902116775513, 371, 257, 765, 490]]","[['tvmonitor', 99.62329864501952, 1240, 446, 202686, 3.0935160187238733], ['laptop', 99.82269406318665, 753, 604, 125829, 3.0476398181100994], ['bottle', 99.12902116775513, 314, 627, 31350, 3.120384847016388]]",[]
000000297233.jpg,"[['chair', 99.76798295974731, 1068, 664, 376, 107], ['diningtable', 93.91674399375916, 1493, 184, 1099, 207], ['bowl', 93.84245276451112, 779, 410, 834, 635], ['chair', 95.38190960884094, 371, 163, 502, 113], ['bottle', 67.3645555973053, 424, 336, 476, 155], ['bowl', 81.6753327846527, 651, 430, 418, 276], ['wine glass', 99.28187131881714, 1156, 1052, 597, 315], ['wine glass', 98.13988208770752, 621, 520, 623, 387], ['wine glass', 91.31207466125488, 932, 786, 748, 446], ['knife', 66.89448952674866, 1361, 1157, 655, 561], ['bowl', 82.70227313041688, 990, 751, 903, 735], ['spoon', 60.8100950717926, 1110, 914, 855, 736]]","[['chair', 99.76798295974731, 866, 241, 108676, 3.024129379410099], ['diningtable', 93.91674399375916, 838, 653, 1167628, 3.0694123602409893], ['bowl', 93.84245276451112, 594, 734, 73431, 3.135728606983683], ['chair', 95.38190960884094, 267, 307, 80912, 2.9860855521789955], ['bottle', 67.3645555973053, 380, 315, 28248, 2.7717511547621285], ['bowl', 81.6753327846527, 540, 347, 31382, 3.036473360804928], ['wine glass', 99.28187131881714, 1104, 456, 29328, 3.176793882615194], ['wine glass', 98.13988208770752, 570, 505, 23836, 3.216974932307859], ['wine glass', 91.31207466125488, 859, 597, 44092, 3.00829505232026], ['knife', 66.89448952674866, 1259, 608, 19176, 2.7911934370149956], ['bowl', 82.70227313041688, 870, 819, 40152, 2.967066193228942], ['spoon', 60.8100950717926, 1012, 795, 23324, 2.8492204640260708]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 267, screen_y= 307, value= ), value= chair) [0.5524]']"
000000298773.jpg,"[['toilet', 90.54664969444276, 1562, 1104, 1097, 538], ['chair', 78.64475846290587, 287, 60, 881, 378]]","[['toilet', 90.54664969444276, 1333, 817, 256022, 3.11223980972648], ['chair', 78.64475846290587, 173, 629, 114181, 2.8192961370477385]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 173, screen_y= 629, value= ), value= chair) [0.6378]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1333, screen_y= 817, value= None), value= toilet) [1.3091]']"
000000300571.jpg,"[['sink', 89.56667184829712, 738, 136, 904, 501], ['bottle', 89.582759141922, 343, 244, 567, 382], ['toilet', 71.57145142555238, 935, 769, 783, 499]]","[['sink', 89.56667184829712, 437, 702, 242606, 3.03419512890872], ['bottle', 89.582759141922, 293, 474, 18315, 3.0544051781843664], ['toilet', 71.57145142555238, 852, 641, 47144, 2.944395180465269]]",[]
000000301232.jpg,"[['vase', 60.732245445251465, 1620, 1538, 880, 697], ['cup', 84.24492478370668, 1232, 1138, 882, 750], ['cup', 67.82400012016296, 1244, 1179, 849, 744]]","[['vase', 60.732245445251465, 1579, 788, 15006, 2.6764120907108824], ['cup', 84.24492478370668, 1185, 816, 12408, 2.8986587528682057], ['cup', 67.82400012016296, 1211, 796, 6825, 2.782979773203435]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 1185, screen_y= 816, value= ), value= cup) [0.6623]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1211, screen_y= 796, value= None), value= cup) [0.8717]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1579, screen_y= 788, value= None), value= vase) [1.5608]']"
000000302055.jpg,"[['diningtable', 60.87541580200195, 1607, 97, 1062, 212], ['hot dog', 97.14048504829408, 539, 304, 380, 232], ['hot dog', 78.39759588241576, 621, 475, 439, 288], ['hot dog', 99.01830554008484, 428, 260, 461, 312], ['hot dog', 89.89700078964233, 167, 54, 507, 324], ['hot dog', 92.76477694511414, 261, 146, 523, 313], ['cup', 73.24539422988893, 1618, 1509, 597, 343], ['hot dog', 72.79598712921144, 567, 479, 454, 347]]","[['diningtable', 60.87541580200195, 852, 637, 1283500, 2.9093684265573487], ['hot dog', 97.14048504829408, 421, 306, 34780, 3.2237641027892283], ['hot dog', 78.39759588241576, 548, 363, 22046, 2.899749929708825], ['hot dog', 99.01830554008484, 344, 386, 25032, 3.190654954212377], ['hot dog', 89.89700078964233, 110, 415, 20679, 2.908320596567117], ['hot dog', 92.76477694511414, 203, 418, 24150, 3.3521955037772404], ['cup', 73.24539422988893, 1563, 470, 27686, 2.821735548709434], ['hot dog', 72.79598712921144, 523, 400, 9416, 2.8661650089927386]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 421, screen_y= 306, value= ), value= hot dog) [0.5791]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 344, screen_y= 386, value= None), value= hot dog) [1.0209]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 203, screen_y= 418, value= None), value= hot dog) [1.4812]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 110, screen_y= 415, value= None), value= hot dog) [1.7947]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 523, screen_y= 400, value= None), value= hot dog) [2.3898]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 548, screen_y= 363, value= None), value= hot dog) [2.7362]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 852, screen_y= 637, value= None), value= diningtable) [3.1966]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1563, screen_y= 470, value= None), value= cup) [3.8166]']"
000000302823.jpg,"[['bottle', 62.88929581642151, 417, 146, 868, 204], ['bottle', 94.203919172287, 540, 345, 730, 204], ['cup', 67.90066957473755, 394, 146, 823, 270], ['donut', 61.232835054397576, 909, 664, 750, 589], ['donut', 78.51634621620178, 805, 525, 917, 707]]","[['bottle', 62.88929581642151, 281, 536, 179944, 2.8757707101580734], ['bottle', 94.203919172287, 442, 467, 102570, 3.340597821559754], ['cup', 67.90066957473755, 270, 546, 137144, 2.7128807750156163], ['donut', 61.232835054397576, 786, 669, 39445, 2.7794430675694186], ['donut', 78.51634621620178, 665, 812, 58800, 2.9027836123637893]]",[]
000000303670.jpg,"[['pizza', 98.94256591796876, 996, 215, 952, 456], ['bottle', 97.97989130020142, 1229, 1070, 665, 224], ['cup', 79.55512404441832, 1524, 1267, 766, 378]]","[['pizza', 98.94256591796876, 605, 704, 387376, 3.1991626249111276], ['bottle', 97.97989130020142, 1149, 444, 70119, 3.281984673562155], ['cup', 79.55512404441832, 1395, 572, 99716, 3.031627323556243]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 605, screen_y= 704, value= ), value= pizza) [0.6171]']"
000000307039.jpg,"[['bottle', 80.37033677101134, 833, 725, 320, 54]]","[['bottle', 80.37033677101134, 779, 187, 28728, 2.841088220500973]]",[]
000000307814.jpg,"[['tvmonitor', 87.90253400802612, 1165, 660, 923, 541], ['laptop', 99.93362426757812, 708, 276, 1024, 660], ['bottle', 97.943115234375, 1471, 1378, 952, 669], ['keyboard', 96.76987528800964, 1194, 757, 1011, 939], ['mouse', 99.24882650375366, 1250, 1175, 941, 882]]","[['tvmonitor', 87.90253400802612, 912, 732, 192910, 2.9959559123356456], ['laptop', 99.93362426757812, 492, 842, 157248, 3.0493897361740747], ['bottle', 97.943115234375, 1424, 810, 26319, 3.2115368849639876], ['keyboard', 96.76987528800964, 975, 975, 31464, 3.095402794151867], ['mouse', 99.24882650375366, 1212, 911, 4425, 3.1854064430622726]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 492, screen_y= 842, value= ), value= laptop) [0.6702]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 912, screen_y= 732, value= None), value= tvmonitor) [1.2239]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 975, screen_y= 975, value= None), value= keyboard) [1.6296]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1212, screen_y= 911, value= None), value= mouse) [2.1186]']"
000000311087.jpg,"[['knife', 99.31942820549013, 1257, 1149, 409, 29], ['knife', 91.33735895156859, 1369, 1273, 364, 50], ['bottle', 90.92288613319396, 1034, 930, 414, 47], ['knife', 89.34008479118347, 1315, 1179, 443, 36], ['knife', 68.67244243621826, 1465, 1321, 460, 30], ['knife', 99.52202439308168, 1538, 1391, 463, 27], ['cup', 62.33760118484497, 530, 414, 430, 283], ['broccoli', 69.62122917175293, 988, 746, 746, 476]]","[['knife', 99.31942820549013, 1203, 219, 41040, 3.160867089572452], ['knife', 91.33735895156859, 1321, 207, 30144, 3.2735025127821378], ['bottle', 90.92288613319396, 982, 230, 38168, 3.0979201781268286], ['knife', 89.34008479118347, 1247, 239, 55352, 3.056408475481704], ['knife', 68.67244243621826, 1393, 245, 61920, 2.8527142687525684], ['knife', 99.52202439308168, 1464, 245, 64092, 3.265804228207044], ['cup', 62.33760118484497, 472, 356, 17052, 2.7663499762030495], ['broccoli', 69.62122917175293, 867, 611, 65340, 2.9467239711232085]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 472, screen_y= 356, value= ), value= cup) [0.4966]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 867, screen_y= 611, value= None), value= broccoli) [0.9555]']"
000000316269.jpg,"[['banana', 99.7732162475586, 1055, 656, 677, 411], ['bottle', 70.15357613563539, 1430, 1307, 776, 556], ['bottle', 84.88638401031494, 1346, 1154, 997, 546]]","[['banana', 99.7732162475586, 855, 544, 106134, 2.9311329874458907], ['bottle', 70.15357613563539, 1368, 666, 27060, 2.8599438708573723], ['bottle', 84.88638401031494, 1250, 771, 86592, 2.8983378397888457]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 855, screen_y= 544, value= ), value= banana) [0.6168]']"
000000316561.jpg,"[['clock', 99.7813045978546, 920, 661, 503, 228], ['cup', 99.6192991733551, 1317, 1108, 572, 358], ['bottle', 99.51512217521669, 412, 151, 721, 197], ['cup', 99.8141348361969, 1326, 1037, 821, 555]]","[['clock', 99.7813045978546, 790, 365, 71225, 3.15889465150857], ['cup', 99.6192991733551, 1212, 465, 44726, 3.255540520224623], ['bottle', 99.51512217521669, 281, 459, 136764, 3.020251405517656], ['cup', 99.8141348361969, 1181, 688, 76874, 3.173799972742407]]",[]
000000319696.jpg,"[['microwave', 99.9169647693634, 1007, 101, 748, 232], ['bottle', 97.37237691879272, 1354, 1206, 715, 294]]","[['microwave', 99.9169647693634, 554, 490, 467496, 3.2510939141224258], ['bottle', 97.37237691879272, 1280, 504, 62308, 3.139072183833525]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 554, screen_y= 490, value= ), value= microwave) [0.5924]']"
000000325992.jpg,"[['tvmonitor', 95.32041549682616, 447, 28, 284, 4], ['laptop', 99.91404414176941, 1587, 436, 1015, 160], ['bottle', 84.57372188568115, 293, 146, 701, 324], ['cell phone', 71.607506275177, 502, 339, 669, 502]]","[['tvmonitor', 95.32041549682616, 237, 144, 117320, 3.086843914051809], ['laptop', 99.91404414176941, 1011, 587, 984105, 3.167558788908737], ['bottle', 84.57372188568115, 219, 512, 55419, 3.1545399812745445], ['cell phone', 71.607506275177, 420, 585, 27221, 2.9605864331268728]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 237, screen_y= 144, value= ), value= tvmonitor) [0.5023]']"
000000326210.jpg,"[['tvmonitor', 97.22302556037904, 969, 601, 574, 203], ['laptop', 99.87643957138063, 852, 422, 834, 464], ['chair', 89.53472375869751, 1559, 1149, 1109, 681], ['cup', 94.84865069389343, 360, 258, 624, 492], ['keyboard', 99.01398420333862, 1165, 870, 761, 590], ['cell phone', 60.94546318054199, 1362, 1257, 532, 485], ['sports ball', 74.5859742164612, 1005, 952, 598, 538], ['mouse', 85.16693711280824, 1233, 1133, 627, 578]]","[['tvmonitor', 97.22302556037904, 785, 388, 136528, 3.1111559026300672], ['laptop', 99.87643957138063, 637, 649, 159100, 3.1032147575104694], ['chair', 89.53472375869751, 1354, 895, 175480, 2.9750484802206745], ['cup', 94.84865069389343, 309, 558, 13464, 3.2197695986582886], ['keyboard', 99.01398420333862, 1017, 675, 50445, 3.0977961906225797], ['cell phone', 60.94546318054199, 1309, 508, 4935, 2.7245989092254317], ['sports ball', 74.5859742164612, 978, 568, 3180, 2.8495874086266078], ['mouse', 85.16693711280824, 1183, 602, 4900, 3.006864857436298]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 309, screen_y= 558, value= ), value= cup) [0.723]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 637, screen_y= 649, value= None), value= laptop) [1.2876]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 785, screen_y= 388, value= None), value= tvmonitor) [1.7642]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 978, screen_y= 568, value= None), value= sports ball) [2.1567]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1017, screen_y= 675, value= None), value= keyboard) [2.5143]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1183, screen_y= 602, value= None), value= mouse) [2.8967]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1309, screen_y= 508, value= None), value= cell phone) [3.2933]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1354, screen_y= 895, value= None), value= chair) [3.666]']"
000000328838.jpg,"[['bottle', 87.56276965141295, 1567, 1291, 439, 7], ['spoon', 94.28214430809021, 1553, 1094, 701, 616]]","[['bottle', 87.56276965141295, 1429, 223, 119232, 3.1929779050409595], ['spoon', 94.28214430809021, 1323, 658, 39015, 3.1624332947697202]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 1323, screen_y= 658, value= ), value= spoon) [0.5804]']"
